date,title,review,rating,author,version
2025-10-26 04:03:12,爛,App爛 15分鐘60塊坑錢，新註冊送優惠卷還要限制領取時間那乾脆不要發。車超難騎,1,啦來,5.39.0
2025-10-13 00:56:38,客服一直忙線,車子沒辦法還，客服人員又一直忙線中,1,🐶🙉⋯,5.38.0
2025-10-09 08:49:21,煞筆程序員,兩分鐘才連上前輪鎖兩分鐘動不了程序員腦是被幹到是不是車況差倒還好不讓騎是三小學校請你們真是敗筆,1,滑板車垃圾,5.38.0
2025-10-07 22:23:05,程式太多bug,我要去上課，給我直接自己登出，是怎樣，還登不進去，昨天還一直不能結帳,1,alankuokuo,5.38.0
2025-09-28 05:17:19,費用稍貴一點,標題,4,dnzjwncos,5.38.0
2025-09-26 01:51:39,要車沒車,要車沒車，明明就有一堆車子 但每台掃下去都在維修，還有app上明明就顯示可以借，掃下去卻顯示在維修，真的讓人很火大,1,諭吉普車,5.38.0
2025-09-24 23:09:38,車超少,常常沒車騎還敢推出方案，我三天前加值時數，到今天都還沒騎過，因為根本沒車騎,1,開發者回,5.38.0
2025-09-24 22:17:24,掃了十多台沒一台能用的,運營差勁，常常無法掃，說要報修也沒看到有修好的，連續掃了好幾天，真不知道還有沒在運營,1,溫暖又吐奴,5.38.0
2025-09-23 22:10:10,為了賺錢故意讓你定位不到,非常噁心的軟體 常常警告說不能騎去學校外面？ 中興湖在學校正中間 還車的時候常常說定位不到 然後把你所有的錢扣掉,1,詐騙軟體吧,5.38.0
2025-09-17 23:59:08,退錢,騎30分鐘因為還車有問題聯絡客服不處理，說協助還車，結果看了根本沒用，30分鐘變成100多分鐘多付了幾百塊錢🙂處理成這樣要賺錢也不是這樣吧🙂還車系統就是有問題跑不出來還要扣客人的錢 也不積極處理 真當人家錢好賺是不是，如果沒看相信客服是不是可以扣到幾千幾萬塊啊？還不如自己買一台浪費錢的東西，客服如果沒辦法處理那就不要用客服了！,1,別吵別逼逼,5.38.0
2025-09-17 03:57:42,一堆bug，吃錢,更新後帳後直接消失，我訂閱的錢呢？車子遇到問題也是直接關機，還一直吞錢。設置客服也不知道是有什麼作用，擺設嗎，人都找不到，一點回覆沒有；錢全給你吞了。校園壟斷後是一點也不維護啊，也沒人在運營嗎，什麼鬼公司，建議同學們可以自己買二手車，反正到時候再出掉，也比這魯車便宜。建議校方重新招標，這鬼公司趕緊倒閉吧。,1,交大人..,5.38.0
2025-09-16 00:16:19,^ ^,"一堆車都在維修
每次經過看到一排車結果每台都不能借
要不要乾脆收一收啊",1,edpky,5.38.0
2025-09-11 22:41:31,太久沒登入重新登卻登不進去,破軟體 車子有夠少了軟體也破,1,_《：D,5.37.0
2025-09-09 22:33:41,體驗極差,破公司他媽的收這麼貴維護還可以爛成這樣可悲東西,1,kizarus,5.37.0
2025-08-31 02:22:55,待改進,"車子很難借到, 明明預約了但找不到車,找到的車子又沒有辦法借",4,Peggy0921,5.37.0
2025-08-30 06:20:55,媽的破車,媽的破車 一堆問題 騎沒多久就停機不能動 還吃我六十塊 等著收傳單吧爛公司,1,媽的破車,5.37.0
2025-08-29 06:45:57,APP有bug無法回到主畫面,點主畫面左下角-進入幫助中心-點傳送訊息-點左上回幫助中心-改點騎乘教學-點左上⋯⋯回不到主畫面,3,jmhwang9,5.37.0
2025-08-28 03:17:11,English,Need english app,5,bl310long,5.37.0
2025-08-23 05:56:03,爛死了,"每次租每次有問題
無法騎乘的範圍不明確提醒
每次都要牽著笨重的滑板車走回去
還沒辦法正常還車
真的很糟糕
每年回來高雄都相信有更好
每年都失望
超差勁",1,翁~,5.37.0
2025-08-18 02:13:44,好糟的app,想借滑板車要下載註冊，填了資料一下沒反應、一下閃退、一下出現問題通知，最後也沒借到。騙人個資，懶得用了,1,。夜曲。,5.36.0
2025-07-24 05:48:08,相機權限？,開了還是不能拍…,3,ndnjrbfkaljfr,5.36.0
2025-07-12 09:47:04,無法還車,"車子在站點無法還車 幫大家避雷
6顆星",1,安安羊寶寶,5.36.0
2025-07-12 01:07:05,超級貴,5分鐘60 還無法取消還車,1,超酷哥,5.36.0
2025-07-02 00:28:31,沒車,清大白天一整天整個校園只有10台車一堆站點沒有車好意思一個月一次賣人家200分鐘，也是很有臉,1,只會走路玩不了這遊戲,5.36.0
2025-06-20 10:24:41,Bad,沒電拜託不要再顯示在選單上，變橘色了按了只會顯示需要維護實在是不知道顯示在上面的意義為何。,1,error 109,5.36.0
2025-06-16 01:39:16,爛,下降速限到12，什麼垃圾更新,1,不要用這,5.36.0
2025-06-16 00:57:11,爛東西更新完根本不能用,更新之後點App一直瘋狂閃退，解除重新安裝7、8次，手機重開機3次都沒成功，閃退問題一直在，真的很為使用者著想呢，這樣我就能少花費一筆錢了🙃,1,dndhdjs,5.36.0
2025-06-15 04:32:36,很好玩,可以在中原設一個嗎,5,圈圈圓圓圈圈⭕️,5.36.0
2025-05-23 06:24:53,車況差,車況超爛，發現異常還車一樣被收費，聯絡客服是罐頭訊息完全沒有任何幫助。,1,BI BO BIU,5.35.0
2025-05-18 19:18:29,車子狀況堪憂,不僅上課期間借不到，車子的狀況也相當離譜的差，新推的3.0不僅難騎收費更是高昂，在速度和穩定度上根本沒有任何優點。申訴客戶處理消極，因為車身狀況不佳而導致的事故居然只願意退費騎乘金額。真不知道這麼一家服務公司到底是為了學生的方便而架設，還是單純只是把學生當成好欺負的黑心團體。,1,168推,5.35.0
2025-05-17 05:01:50,太貴了,非常貴,1,品恩加油,5.35.0
2025-04-27 18:05:52,整間清大能借的不到三台,沒有足夠的車開月租是開心酸的？,1,化仔恩,5.35.0
2025-04-23 01:34:44,破公司破程式,車況差，程式一堆bug，常常定位錯誤或網路錯誤導致無法還車，甚至還會有已經還了車後台還在算你錢的破事發生。然後拜託，可不可以車輛調度分配得好一點，或是把清交隔起來，每次想騎車車都在交大，我都不知道月費到底付給了誰，車不好程式不好車輛調度不好，這樣還敢收別人錢，希望能有一家新的共享滑板車來制裁一下這個壟斷市場就擺爛的爛公司。,5,清交通大使,5.35.0
2025-04-22 03:31:03,爛車一堆,車子有夠爛10台裡面有5台是壞的，就算約到壞的也要付錢，車子也有夠少通常都是騎過去走回來,1,關里闢式先生,5.34.0
2025-04-11 21:14:37,慢,下載速度太慢了你妹的,1,校園扛壩子,5.34.0
2025-04-10 09:15:56,清大交通大使,客服用心回饋也不錯，就連假的時候清大的車車都不見了,5,呱呱啊呱🐸,5.34.0
2025-04-06 00:34:59,部分車定位很糟,已在停車格內，但顯示已超出範圍，沒辦法歸還，不確定會不會多扣款，蠻鬧的。,1,有性,5.34.0
2025-03-06 23:06:06,滑板車有問題找不到客服,不管什麼時間找客服都找不到,1,歪歪小妖精,5.33.0
2025-03-06 18:51:05,系統出錯無法還車,因為系統的問題無法還車，我就以系統的AI提出了回報，系統叫我拍照就可以離開了，我還車的時間是00:09結果到了10:49系統的沒有解決，還一直算時間，發了email都沒有回覆。爛,1,東海學生,5.33.0
2025-02-18 20:41:25,App無法調用相機鏡頭,App無法調用相機鏡頭,3,qw we y,5.33.0
2025-02-15 00:55:41,車輛異常但租金照扣,"租到的車輛故障無法使用
打電話給客服都不會接
而且租金還照扣
未來會不會退款都還是個未知數
要使用這個系統的各位自求多福了
要租借之後才會知道這台車到底功能這麼正常
能不能租到功能正常車全都只能靠運氣",1,あなやまなはかやわ,5.33.0
2025-02-04 01:22:49,App無法登入、閃退,趕時間所以騎滑板車，到目的地app閃退且租借的帳後被登出。用原帳號登入一直顯示無法登入。四分鐘的騎乘時間因為這樣在原地弄了10幾分，好不容易可以登入還車到要付費又開始轉圈圈，糟糕的使用體驗！,1,芒卡星球,5.33.0
2025-02-04 01:16:04,沒秩序,在高雄那邊騎車，一開始騎都很正常啦，不知道為什麼停車後一回來車子就被鎖住，一直說不在範圍內，但我的定位確實都在範圍內，尋思如何解決問題時，客服竟然下班了？！還沒下午四點欸，會不會太誇張,1,555wawa,5.33.0
2025-01-09 23:49:42,體驗不佳,超爛貴就算了，要借還都說連線不穩不給借傻眼🙄 還遇過車子騎一下就突然跑不動明明還有兩格電,1,Jia+ plus,5.32.0
2025-01-05 00:03:21,好好玩❤️,好玩，方便,5,LuLu Kao doris,5.32.0
2025-01-03 23:01:46,第一次騎乘，還蠻有趣的,來橋頭糖廠的時候發現到這個新站點，初次使用，雖然app有教學步驟，但一些比較詳細操作（包含租借）其實還是幸好當場有服務人員可以詢問,5,Peggy011,5.32.0
2024-12-27 02:26:32,亂扣費用,購買方案後沒提供車，退款還加收費用，客服推卸系統不是他寫的，客服跟系統一樣糟糕。,1,^_^？？？？？？？？？？？？？？,5.31.0
2024-12-20 01:15:52,沒有車可用,整間學校沒一台可以騎,1,快沒心態了,5.31.0
2024-12-15 21:40:21,polio,非常棒的騎乘體驗,5,小鐵暖暖,5.31.0
2024-12-11 23:28:24,時速現在設定只有5,速度慢到不可意思 路人用走的都可以輕鬆超越,1,清大工科,5.31.0
2024-12-09 00:07:21,🥹那個….,"那個掛鉤🪝是不能可以調整一下
勾子太淺了 我的飲料一直掉
最後還摔破了🥹",4,粟喀嵐,5.29.0
2024-12-06 19:48:54,超出範圍不能繼續行駛,"在高雄租借騎乘時騎到一半無法繼續行駛，寫信給客服客服說我超越範圍。
以下為客服回信：
超出騎乘範圍時車輛會發生減速→持續警示聲提醒→最後斷電鎖定(後輪鎖定)

已經超越範圍一段距離了才叫是不是有點太晚？騎乘時不能看手機請問遊客怎麼會知道範圍在哪裡？我還要背地圖嗎？
而且我們租六台就兩台不能騎，這比較像是車子系統不夠完善吧。
建議車子在超越範圍前先發出警示，不要傳手機，兩隻手都抓緊緊沒辦法看手機。",1,Paaapi_17,5.29.0
2024-11-29 19:38:16,老是沒有車子可以騎,常常都沒有車子可以騎，點開app看到一整間學校裡面沒有一台車可以騎，補車的動作也很慢，希望可以改善,1,fjdjdjxixijxmcnfjrisijx,5.29.0
2024-11-28 22:20:57,No English support,Please add English in your app so international students can use,1,Nhat Anh 245,5.29.0
2024-11-16 20:59:19,首次租借,在東海大學第一次租借，流程引導很清楚，大約2分鐘就完成註冊流程，在校園騎乘的感覺很棒！,5,候鳥,5.28.0
2024-11-10 02:29:00,租借問題,想說沒有要借那麼久，想說借幾分鐘15分鐘到就無法騎了，只能用牽的還要付41元，結果還是回到原點，氣死了😡,1,小淇vicky,5.28.0
2024-11-02 06:20:01,夏日晚風騎乘體驗,很有趣可以玩15分鐘試試看,5,Mermaidwang,5.27.0
2024-10-28 03:52:45,可以騎乘的範圍太小,如題，可以騎乘的範圍太小很不方便，還不如騎UBike還沒那麼貴。停車格也很少。一連串的設計都很不合理。,1,Yourbestlistener,5.27.0
2024-10-17 05:39:49,滑板車妥善率十分感人,好用是好用，但就偶爾會遇到很急的時候，但滑板車就壞給你看，也不能說啥，只能說大家自求多福,1,湖畔旁的一隻蜉蝣,5.27.0
2024-10-17 05:30:33,客服服務態度非常的差,"騎乘遇到了問題，付款有疑慮導致遲到了。
回報客服首先先等待了10分鐘才接聽，再者客服的態度讓我感受到，我所謂的十元是重要的為我的個人觀感，我應該要全然的相信oloo 一定會退款給我，感受到了歧視，並且也沒有為服務的不方便而道歉。
未來不會再相信oloo",1,紫砂壺,5.27.0
2024-10-08 20:19:53,更新完後，使用體驗變為極差,每次都在卡，不知道在卡什麼，之前沒更新都沒這麼卡,1,我們來視訊壞壞吧,5.27.0
2024-10-07 06:40:05,有點太晃了,有點太晃,4,非常美麗的人,5.27.0
2024-09-30 22:55:11,系統當掉,App一直連不進去，是要我們怎麼租車明明信號就有四格，太扯蛋了,1,和平東路的木同,5.27.0
2024-09-18 20:28:41,清華體驗,"很不錯的代步工具
但真的要用的時候往往借不到車，建議新增站點雨車輛數量，不然買了卷根本不能用…",3,HOW2000,5.26.0
2024-09-07 06:50:42,帳號問題,"apple帳號註銷
想再重創無法重創",1,芝芝是隻貓,5.26.0
2024-08-15 08:07:30,爛透了,爛死了 不能用優惠卷也不能結帳 app一直閃退,1,Fjekdbhf,5.26.0
2024-08-07 18:58:28,系統超爛,可以設定臨時停車，我覺得這還挺方便，但是不能啟動還繼續扣錢，要還車也沒辦法還，系統真的超爛，時間照扣，趕時間的人根本沒空處理這問題，反正這個處理完，我就不用這爛東西了，就算訂閱200分鐘的錢拿不回來我也認了，因為系統跟客服可能都一樣爛，0分。,1,Wen3719,5.26.0
2024-07-06 20:45:33,Language,App don’t have English version,1,Suzauddula,5.25.0
2024-07-06 06:35:10,有夠爛,車也爛 系統也爛,1,綠吱,5.25.0
2024-06-30 03:56:12,超爛,還車後時間還一直扣,1,黃博潤,5.25.0
2024-06-22 05:16:26,電動滑板車,使用方便，費用不便宜,5,imichien,5.25.0
2024-05-21 05:24:13,QR code永遠掃不到,遜,1,超級遜,5.24.0
2024-05-15 03:24:15,棒,方便又好玩,5,刪珊珊,5.24.0
2024-04-21 05:55:10,First ride,Thumbs up👍👍👍,5,Adam Shern,5.24.0
2024-04-19 08:53:21,對這樣的計費方式很失望,"原本以為這樣高分的程式是因為其具有簡單易懂的租借方式，現在才發現原來只是因為其在大學校園大量進駐而得到的部分學生便宜行事的感激以及將就。計費方式標準是不是應該先綁定再進行計費？行政損失有那麼高嗎？小編的回覆斷斷續續現在也沒有了蹤跡。
請問，這樣的程式真的需要提供給外來參觀校園者嗎？看似對於外面的旅客來說這樣的裝置並不是非常友善。期待進步，但最好不要再跟我要錢了。",1,蔣耀德,5.23.0
2024-04-10 09:42:06,計時系統爛,啟動前的時間也算在騎乘時間內 時間管理大師是不是,1,Zxc tt,5.23.0
2024-03-28 00:01:01,很爛的系統,使用apple id 登入一直失敗 反應客服找問題找了兩個月 最後的解答是請我用別的帳號重新申請 所以是系統有問題但找不出問題？？,1,aaa7080,5.23.0
2024-03-25 02:48:05,黑嚕嚕好騎,如題，方便快捷，只是須時間上手,5,夢戀雪,5.23.0
2024-03-02 21:14:16,東大體驗,速度控制的很不錯適合校園騎乘,5,林小綠綠,5.23.0
2024-02-13 23:26:23,貴,貴了點,4,阿爆阿爆,5.22.1
2024-02-10 00:18:00,電動滑板車,Not bad and easy to use,4,你是個不習慣,5.22.1
2024-01-26 15:49:15,下載不了軟體,常常無法更新或者無法下載軟體,1,yiannnnnnnnnnn,5.22.1
2024-01-06 03:57:09,掛東西的鉤子太短。,正常行駛下，食物飛出,2,阿誠607,5.20.0
2023-12-18 16:57:38,車輛分配不均，車子常啟動不了,"校園內車輛常常分配不均，有幾個站點十幾台車，有些則一台都沒有，實在不是很便利。
車子成功啟動沒有很明確的標示，有時app顯示發動也沒有聲音，甚至無法啟動，自己遇過3  4次，本來買的月票，有點不想續約了。",2,深深的竹子,5.20.0
2023-10-29 20:43:47,iPhone SE 3無法做學生認證的拍證件,相容性拜託做好一點 iPhone 就那幾個機型而已 又不是android 😡,1,柊o羽,5.18.1
2023-10-16 21:44:02,app開啟速度慢,如上,3,hrhjyhjj,5.17.0
2023-09-26 08:17:34,點擊掃碼後閃退,"機型：iPhone 15 Pro Max
更換手機後無法借車
點擊掃碼後就閃退
購買的月費時數都浪費了…",3,kennychiang1105,5.16.1
2023-09-25 22:50:12,閃退,iOS17版本刷條碼會閃退 請麻煩更新一下,3,全世界的某個人,5.16.1
2023-09-20 23:40:30,建議改善,建議使用者借車期間可以鎖定，以免上個廁所回來車不見,4,一直等著妳..,5.16.1
2023-09-19 04:09:50,交大一堆維修車輛,"十三舍外剩8台 結果全部維修中
而且維持一週了 到底有沒有在維護",1,DLinNYCU,5.16.1
2023-09-18 07:53:51,速限到30就五顆星了,太慢,3,逮丸賭力,5.16.1
2023-09-15 19:04:30,經常有問題,有時油門沒反應或斷斷續續還得自己用腳嚕去最近的一站 上次還騎到一台自動上鎖的 借五台大概就有一台會有問題 app優化不好每次載入都很久 然後已經被預約的車還要繼續顯示也不知道在想什麼,1,ya.......n,5.16.1
2023-08-30 05:59:19,好用～,在中興滑板好好玩,5,資管系學生,5.15.1
2023-08-17 23:46:54,騎乘便利,使用方便好騎乘。,5,008472,5.15.1
2023-08-16 08:38:58,嚕車新手,介面很乾淨，第一次體驗感覺還不錯～,5,qwe1247832579420,5.15.1
2023-08-13 04:35:41,方便好玩😆,好好玩的騎乘體驗 是懶人的救星,5,Ccc10729,5.15.1
2023-08-11 02:00:16,APP改版後好像比較穩定,這版APP更新完似乎有比較穩定，之前閃退的情況有改善很多了，加油！,5,遠洋出航,5.15.1
2023-08-03 23:52:19,悠遊券超划算,來中央遊玩，玩了電動滑板車一下午，用悠遊券三小時才99，CP值很高欸👍,5,lahsfisoos,5.14.0
2023-08-02 03:30:46,又新鮮又好玩,朋友帶我去學餐的麥當勞時推薦我使用，第一次騎的時候會有點怕怕的，但是習慣之後解放雙腳的感覺太爽ㄌ，而且第一次註冊還送優惠券騎乘免錢潮爽ㄉ,5,府城遊俠,5.14.0
2023-07-31 00:20:42,最佳化使用體驗,從 oloo 在交大上線以來可以感受到 App 有在進步，但還是希望可以讓操作介面更接近 native app，且目前 App 的啟動畫面 logo 解析度偏低，整個看起來糊糊的影響質感。另外希望可以增加 Apple Pay 的支付方式，付費體驗會遠優於手動綁定信用卡,4,Ping Yang Chang,5.14.0
2023-07-28 20:18:29,有進步，繼續加油～,以前曾經用過，最近再次使用，覺得app介面和流程有變的穩定，繼續加油！,5,nicholas772085,5.14.0
2023-07-27 06:29:21,感謝神器,再也不用辛苦爬山了～,5,走路好累,5.14.0
2023-07-26 03:59:52,懶人福音啊～,這個新式的服務，真的是我的救星啊～,5,avhccss2492,5.14.0
2023-07-25 18:17:41,爛==,"如題，什麼爛東西==
動不動就登出，接著就登不進去，然後錢繼續扣，可以收一收了啦，這種東西也敢拿出來賺人錢🤮",1,nuggettttshsjsvjsn,5.14.0
2023-07-24 00:51:25,好玩的滑板車,第一次到東海大學玩，看到這個綠綠的oloo滑板車，就想說試試看。真的很好玩～,5,mpfvivienne90413,5.12.0
2023-07-22 07:48:53,便利交通服務！,校園裡很大有這種工具可以選擇很棒！繼續加油～,5,懶懶爛爛爛爛爛爛了,5.12.0
2023-07-09 07:12:50,難用又貴,"程式一直跳
車胎紋超淺打滑好幾次
這陣子漲完價完全不想用了",1,dxgbtssxbn,5.12.0
2023-06-13 05:23:05,定位爛死,"幹娘娘車都已經嘟進去停車架了還在定位太遠。
弄不好不要出來騙錢好不好？",1,d35503791,5.10.2
2023-06-10 01:12:42,超級難用,這是我用史上最難用的東西之一,1,爛到爆開,5.10.2
2023-06-05 19:47:12,一直閃退,"一直閃退然後我無法聯絡到客服
心好累",1,Iiian003,5.9.0
2023-05-31 06:10:26,爛透的軟體,爛透了的軟體 跳來跳去 借到車也不顯示 跳跳跳我是怎麼知道我有借到？結果爽賺8小時從來沒發動移動的車爽了嗎？感謝貴軟體讓我知道走路運動的重要。,1,wugfrt,5.9.0
2023-05-19 13:28:44,人生第一次給差評的app,"沒看過軟體穩定性這麼爛的
用的很躁 騎個車原地等你在那邊載入5分鐘",1,S.Liu1031,5.9.0
2023-04-26 01:11:27,想要終止合約 一直失敗不給終止？？？,"簽約收錢的時候刷卡都沒問題，速度有夠快，隔兩天要終止合約刷卡就失敗了？？
換另一張信用卡也一樣，根本程式設計上有誤，要不然就是公司故意想把終止合約程序弄得很複雜嗎？",1,馬的太鼓,5.8.0
2023-03-22 06:41:38,軟體超難用,"軟體真的超級難用的
動不動都登不進去
登一百年都登不進去",1,potbcsn,5.8.0
2023-03-12 06:02:32,到底要多爛？,"App很當
清大的站少數量嚴重不足
可以麻煩改進一下嗎",1,受不了耶.....,5.8.0
2023-03-06 18:55:44,不能這樣搞欸,"App上顯示了有三台 走到了才發現一台都沒有
App還有夠當
改善好嗎不要只想坑學生的錢不做事",1,Di皮lo瑪,5.8.0
2023-03-06 01:56:08,爛死了,"車子都不能騎
螢幕只會一直出現10
完全不知道在衝三小
還會騎到一半直接沒油們
是在哭？",1,車子有夠難騎,5.8.0
2023-03-02 23:11:25,很方便的服務,在學校騎乘起來很舒適，爬坡速度會慢一點，但不影響整體體驗。希望品質能繼續維持！,5,CloudlLin1,5.8.0
2023-03-01 21:58:22,超讚滑板車 騎起來好穩,超讚滑板車 騎起來好穩,5,EthanAcc,5.8.0
2023-02-24 10:05:22,漲價之後真的覺得超薛錢,"明明知道清大跟交大根本就是連在一起的
結果跨校借居然就不能享有學生優惠
是在開玩笑嗎
都已經偷偷調漲成起步$15 打八折甚至還是$12
等於說根本就是調漲兩塊
還限定起始校區要是本校才有優惠
真的可以慢走不送了
Ubike 都比你好👋",1,shkwnbdjsj,5.7.0
2023-02-24 02:40:09,爛app,有事沒事登出，車子維護也很爛,1,薩塔斯,5.7.0
2023-02-08 22:39:12,難用至極,一年到頭都在更新，每次更新完還是一堆問題，車子也是常常出狀況，害我浪費10來分鐘借車還要被偷10塊,1,清大學生,5.6.0
2023-01-30 21:15:13,可憐,"買了一年會員 但真的爛到我快氣死
就是趕時間才要騎 結果爛app 爛QR code 還有爛車直接讓我比用爬的還慢
動不動就吃錢沒辦法騎
爛到發瘋 真的可憐
做生意要有良心欸😃",1,ToTolittleto,5.5.0
2022-12-26 07:22:07,一直閃退,"有一次卡沒錢付款失敗之後我填另一張卡
還沒填完就閃退
然後每次登進去都強制跳轉到付款畫面
點了就閃退",1,c~c~,5.5.0
2022-12-15 17:08:14,資訊消失,"每次要騎
帳號回登出 綁好的信用卡會不見
不會再使用你們的服務了",1,Yvonne 0324,5.4.0
2022-11-23 23:52:15,爛,"真的爛 車爛 app爛 又貴又爛 騎5次4次都有問題
啊還有就這種騎五分鐘就到用什麼信用卡 明明悠遊卡就可以解決",1,aryesansa,5.4.0
2022-10-26 20:32:20,垃圾,樂色,1,謝玉溙,5.3.0
2022-10-25 22:19:58,App真的爛,"每次都要重新登入是哪招
講真沒看過寫這麼爛的程式",1,cancel all ad,5.3.0
2022-09-06 19:54:05,查詢騎乘記錄就會閃退,"App介面不友善，有時操作到一半會閃退。
另外查詢騎乘紀錄會閃退",1,WenwenTu,5.1.4
2022-08-09 21:21:14,掃碼輸入錯誤,信用卡 信箱 手機都綁定了 掃碼卻一直顯示輸入錯誤,1,lamWcInTW,4.1.0
2022-08-06 00:22:55,App常常出錯誤訊息,還車失敗重複扣款。E-mail顯示沒註冊，重新輸入E-mail又說已經被註冊。上傳還車照片一直失敗。,1,ArmourLu,4.1.0
2022-07-30 02:52:46,沒看過這麼爛的APP,"註冊了之後畫面一直跳出「去註冊」、無法點註冊禮、無法掃描，這APP意義何在啊？
沒有負分可以打嗎？？",1,ralfwoof,4.1.0
2022-07-25 01:43:26,ios系統用不了,"1. 沒有返回鍵，按了某個功能之後無法回到首頁
2. 綁定信用卡的地方輸入之後按確認也沒有顯示已綁定的卡，也沒有跳出綁定成功的提示，是要我直接去借車才會知道嗎
3. 個人資料設定那裡email為什麼是空的，設定自己的還跳出已被使用？
4. 電動機車服務的證件確認上傳完後確認鍵也沒辦法點，按了叉叉再回來才可以點",1,KRZ_MaX,4.0.6
2022-07-24 05:10:42,到底多少蟲,"常常出一堆小bug像是閃退
剛剛手電筒也有問題 都已經點了完全沒反應
測試手機本身的手電筒沒問題 但點進去app之後就是開不了 可以確定是程式的問題吧
晚上這麼黑沒有手電筒那可能掃得到qrcode 

而且已經預約的車子應該不能顯示在畫面上了吧
常常我走到有車的那個站要借車
結果跟我說都被預約
那我還借屁啊",2,雨神降臨,4.0.6
2022-07-21 02:08:36,信用卡,已經綁定卡片了，結果還是無法使用？？？,1,智ㄓㄤˋ,4.0.6
